Transect,Species,Elev,Tree,Core,TreeID,Tag,Path identification,Site identification,YearLastRing,Sapwood,Tree height,Tree age,SectionHeight,User variable,RingCount,DataType,OffsetToNext,ImageName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSizeH V NBits Channel,CalibMethod XCal YCal EditedDendro,ScannerCamera Make Model Software,LensFocLength [35mm],PathBegX BegY EndX EndY Width,RingBoundary AutoMan Meth Precise,EarlywoodDef,DensActive Media Calib,DensNSteps MatDens Interpol SampleThick,DensStepsThick,DensStepsLightInt,DensStepsWoodDens,DiskArea,DiskPerim,DiskAvgDiam,DiskFormCoef,CompWoodArea,VoidArea,PathLength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,11C,B,11C-B,MT-TSHE-H-11C-B,,,2013,0,0,0,0,0,98,RINGWIDTH,1,NotAFile,2/10/14 12:00,                   ,,964 13685 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],546.0000 5403.0000 435.0000 13590.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,173.2643,1.119,1.168,1.566,1.279,1.096,1.16,1.499,2.082,1.687,1.626,2.22,2.488,2.044,2.412,3.214,3.703,2.476,2.073,1.545,2.878,1.607,1.643,1.396,0.993,0.454,2.61,2.467,2.398,1.468,2.403,2.929,1.819,3.231,1.539,1.687,2.87,2.386,2.556,1.354,1.438,1.734,2.031,2.56,2.495,2.412,0.973,1.989,1.968,1.755,2.009,2.01,1.248,1.27,1.291,1.545,1.036,1.096,0.632,1.801,1.327,1.69,1.687,1.873,1.373,1.415,1.686,1.574,1.802,1.651,1.012,1.425,1.079,0.995,0.739,0.993,1.076,1.365,0.845,1.358,1.26,1.162,1.373,1.331,1.132,0.941,1.605,2.311,1.478,1.493,0.999,0.971,0.705,1.209,0.925,0.953,1.051,2.587,3.755,,,,,,
MT,TSHE,H,12C,A,12C-A,MT-TSHE-H-12C-A,,,2013,0,0,0,0,0,87,RINGWIDTH,1,NotAFile,2/10/14 12:22,                   ,,1929 25323 8 RGB,Intr 0.010551 0.010581 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],656.0000 12688.0000 728.0000 552.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,128.4097,1.672,2.009,2.274,2.031,1.343,1.398,2.007,2.019,2.234,1.712,1.8,1.545,1.405,1.314,1.164,1.238,0.994,1.235,1.356,2.007,1.229,1.394,1.266,1.023,0.452,1.609,1.726,1.513,1.249,1.312,1.29,0.91,1.248,1.248,1.169,1.541,1.813,1.646,1.28,1.137,1.219,1.044,1.217,1.28,0.963,1.192,1.267,1.39,0.936,1.42,1.04,1.063,1.222,1.072,1.49,1.384,1.274,1.165,1.356,0.916,1.273,0.951,1.255,0.709,0.969,0.886,1.156,1.129,1.219,1.065,1.122,1.145,0.79,0.701,0.703,1.041,0.647,0.607,0.541,0.8,0.699,0.688,0.883,0.907,1.342,1.268,1.405,,,,,,,,,,,,,,,,,
MT,TSHE,H,12C,B,12C-B,MT-TSHE-H-12C-B,,,2013,0,0,0,0,0,86,RINGWIDTH,1,NotAFile,2/10/14 12:22,                   ,,1929 25323 8 RGB,Intr 0.010551 0.010581 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],654.0000 12684.0000 654.0000 24780.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,127.9842,0.497,0.783,0.931,0.666,0.823,1.076,1.447,1.402,1.056,1.703,1.534,1.396,1.47,1.403,1.766,1.047,1.47,1.936,2.719,1.333,1.481,0.962,0.863,0.263,1.584,1.636,1.604,1.509,1.14,1.574,1.769,1.403,1.319,1.414,1.847,2.213,1.851,1.359,1.353,1.85,1.162,1.57,1.561,1.134,1.249,1.679,2.09,1.041,1.723,1.26,1.307,1.394,1.213,1.298,1.505,1.148,0.727,1.357,1.103,1.717,1.672,1.77,1.254,1.288,1.295,0.953,0.963,1.288,1.07,0.892,1.009,1.167,0.845,0.626,0.836,0.464,0.565,0.262,0.757,0.639,0.747,0.815,0.857,1.117,1.301,1.462,,,,,,,,,,,,,,,,,,
MT,TSHE,H,12N,A,12N-A,MT-TSHE-H-12N-A,,,2013,0,0,0,0,0,70,RINGWIDTH,1,NotAFile,2/10/14 12:35,                   ,,964 12661 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],408.0000 6808.0000 524.0000 404.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,135.5398,2.058,2.284,2.007,2.895,2.176,1.839,2.37,3.009,3.279,2.775,2.367,2.306,1.967,1.819,1.987,2.407,2.782,2.971,3.899,3.15,1.288,2.144,1.51,1.408,0.937,1.67,1.514,1.499,1.196,2.012,2.113,2.099,2.569,2.095,2.213,2.209,1.954,1.712,1.321,1.538,1.954,1.159,1.77,1.264,1.53,1.513,1.247,1.476,1.563,1.232,1.629,0.852,1.227,1.476,1.878,2.282,1.836,1.227,1.797,2.135,1.43,1.408,1.179,1.757,1.668,1.489,0.972,0.956,1.793,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,12N,B,12N-B,MT-TSHE-H-12N-B,,,2013,0,0,0,0,0,70,RINGWIDTH,1,NotAFile,2/10/14 12:35,                   ,,964 12661 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],408.0000 6804.0000 327.0000 12609.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,122.8539,0.902,1.026,0.834,0.896,1.305,1.195,1.538,1.659,1.897,1.82,2.103,2.287,2.222,2.428,2.605,2.401,2.183,2.676,3.114,3.373,1.73,2.728,2.317,2.896,2.615,3.28,3.375,2.569,1.815,1.998,1.509,1.297,1.308,0.913,0.918,0.708,0.835,0.966,0.732,0.693,1.158,0.971,1.368,1.149,1.229,1.356,1.329,1.886,2.28,1.822,1.484,0.733,0.721,0.9,0.996,0.896,1.297,0.707,1.315,1.728,1.522,1.638,1.204,1.366,1.225,1.446,0.424,0.7,1.361,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,13C,A,13C-A,MT-TSHE-H-13C-A,,,2013,0,0,0,0,0,64,RINGWIDTH,1,NotAFile,2/10/14 12:45,                   ,,2284 5986 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],426.0000 5364.0000 423.0000 618.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,100.4321,1.04,1.482,1.288,1.397,1.366,1.143,1.743,2.035,1.656,1.233,1.994,1.346,1.324,1.736,2.032,2.561,2.023,1.965,2.12,1.939,1.377,2.273,2.169,1.558,0.99,1.748,1.428,1.197,0.831,1.558,1.873,1.543,1.564,1.246,2.025,2.467,2.595,1.698,1.119,1.097,1.501,1.591,1.819,1.059,1.126,0.777,1.159,1.22,1.059,1.163,1.118,1.001,0.924,0.929,0.91,0.781,1.31,0.782,1.629,1.299,1.278,1.637,1.68,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,13C,B,13C-B,MT-TSHE-H-13C-B,,,2013,0,0,0,0,0,72,RINGWIDTH,1,NotAFile,2/10/14 12:45,                   ,,2284 5986 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1821.0000 4221.0000 1851.0000 645.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,75.6758,0.741,0.74,0.74,0.613,0.719,0.783,1.544,1.439,1.375,1.291,2.137,1.33,2.009,1.645,1.988,2.157,1.777,1.206,0.867,1.016,0.761,1.731,1.648,0.779,0.381,1.1,0.801,0.827,0.655,0.983,0.813,0.518,0.643,0.394,0.653,0.694,0.758,0.763,0.58,0.587,0.722,0.769,0.747,0.825,1.187,1.307,0.773,1.026,0.663,0.66,0.719,0.669,0.543,0.719,0.862,0.431,1.559,0.532,0.571,0.718,0.866,0.887,0.866,0.964,0.875,0.775,1.218,1.147,0.906,1.224,1.444,1.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,13N,B,13N-B,MT-TSHE-H-13N-B,,,2013,0,0,0,0,0,61,RINGWIDTH,1,NotAFile,2/10/14 17:27,                   ,,2284 7463 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],420.0000 6936.0000 390.0000 1260.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,112.612,1.449,1.497,1.275,1.263,1.05,0.732,1.789,2.539,2.306,1.629,2.072,2.082,2.041,2.455,2.727,2.94,1.461,1.466,1.864,2.441,1.924,2.202,1.374,0.691,0.542,2.909,2.608,2.101,1.865,2.236,2.522,2.182,2.449,2.018,1.616,1.907,1.779,1.813,1.114,1.071,1.131,1.036,1.345,1.282,1.054,0.988,1.069,1.183,0.971,1.162,0.956,0.797,0.822,0.929,1.24,1.223,0.952,0.412,1.24,1.427,0.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,13N,A,13N-A,MT-TSHE-H-13N-A,,,2013,0,0,0,0,0,70,RINGWIDTH,1,NotAFile,2/10/14 17:27,                   ,,2284 7463 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1784.0000 5740.0000 1680.0000 184.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,117.5933,1.171,1.109,1.138,1.247,1.182,1.055,1.458,1.302,0.815,0.67,0.938,0.958,0.894,0.879,1.121,1.619,1.52,1.292,2.303,2.23,2.065,2.526,1.38,0.771,0.3,2.176,2.374,1.936,1.784,2.085,3.079,2.592,2.184,1.64,1.31,1.704,1.681,1.721,1.432,0.902,0.926,0.886,1.431,1.495,1.214,0.9,0.987,1.134,1.079,1.245,1.306,1,1.039,1.106,1.049,1.134,1.385,0.594,1.448,1.255,1.73,2.368,1.809,1.325,1.674,2.626,3.011,1.509,1.377,1.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,02C,B,02C-B,MT-TSHE-H-02C-B,,,2013,0,0,0,0,0,88,RINGWIDTH,1,MT-TSHE-H-02C-BOTH.tif,5/12/14 10:20,                   ,,4154 10653 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1011.0000 7191.0000 1038.0000 276.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,146.2053,0.921,0.835,0.983,1.006,1.084,0.9,1.229,1.44,1.386,0.972,1.5,1.219,1.114,1.285,1.583,1.752,1.46,1.693,1.333,1.524,0.972,1.667,1.414,2.175,0.761,1.859,1.629,1.854,1.393,1.449,1.365,0.99,1.491,1.021,1.459,1.605,1.81,2.013,1.374,1.372,1.603,1.633,1.874,1.96,1.954,1.394,1.54,2.036,1.682,2.095,1.684,1.095,1.676,1.638,2.179,2.004,1.715,1.944,2.158,1.703,1.791,1.538,1.545,1.461,1.757,1.925,1.582,1.348,1.042,0.974,0.824,0.812,0.523,0.678,1.324,0.672,0.458,0.744,0.29,0.464,0.453,0.581,0.685,0.739,0.842,0.903,0.728,0.843,,,,,,,,,,,,,,,,
MT,TSHE,H,02C,A,02C-A,MT-TSHE-H-02C-A,,,2013,0,0,0,0,0,92,RINGWIDTH,1,MT-TSHE-H-02C-BOTH.tif,5/12/14 10:20,                   ,,4154 10653 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],3224.0000 9196.0000 3304.0000 1806.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,156.3919,0.975,1.136,1.452,1.515,1.708,1.582,1.622,2.168,2.427,1.94,2.048,2.107,1.687,2.11,2.195,2.851,2.087,2.224,2.334,2.14,1.128,2.213,1.837,2.11,0.986,1.965,1.762,1.747,1.685,1.662,1.914,1.599,1.972,1.624,1.231,1.923,1.902,2.019,1.548,1.328,1.328,1.343,1.83,1.576,1.322,1.262,1.192,1.463,1.69,1.666,1.544,1.129,1.68,1.729,1.666,2.003,1.415,1.52,1.792,1.217,1.386,1.303,1.431,1.641,1.54,1.553,1.396,1.476,1.094,0.958,1.057,0.795,0.528,0.486,0.79,0.486,0.463,0.554,0.602,0.556,0.594,0.732,0.953,0.974,1.11,1.305,1.382,0.77,1.197,0.926,2.832,0.15,,,,,,,,,,,,
MT,TSHE,H,02N,B,02N-B,MT-TSHE-H-02N-B,,,2013,0,0,0,0,0,91,RINGWIDTH,1,MT-TSHE-H-02N-Both.tif,5/12/14 10:33,                   ,,4745 11854 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1050.0000 10668.0000 684.0000 1647.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,191.0532,2.482,3.943,3.788,4.605,2.811,2.497,3.954,4.44,4.846,4.079,2.451,1.734,1.882,2.088,1.731,1.394,0.846,1.1,1.078,1.946,2.095,2.155,2.18,2.371,1.542,2.462,2.645,2.363,1.545,1.778,2.285,1.429,1.884,1.397,1.37,1.903,1.756,1.754,1.41,1.07,1.497,1.305,1.792,1.507,2.564,1.012,1.339,1.594,0.853,1.445,1.208,1.064,1.777,1.411,1.382,1.29,1.909,1.184,1.738,1.145,1.207,1.289,1.736,1.204,1.376,1.368,1.597,1.162,1.294,1.537,1.976,1.793,1.487,1.021,1.629,2.115,1.217,1.325,1.159,1.316,1.111,0.947,1.283,1.2,0.901,1.452,0.771,0.876,1.453,1.511,0.677,,,,,,,,,,,,,
MT,TSHE,H,02N,A,02N-A,MT-TSHE-H-02N-A,,,2013,0,0,0,0,0,104,RINGWIDTH,1,MT-TSHE-H-02N-Both.tif,5/12/14 10:33,                   ,,4745 11854 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],3694.0000 7502.0000 3476.0000 486.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,148.0001,1.543,1.879,2.259,2.344,1.67,1.502,2.687,2.813,2.366,2.445,2.007,1.586,1.691,1.987,1.734,1.987,1.311,1.307,1.513,2.276,1.753,1.583,1.287,1.351,0.321,1.011,0.957,1.261,0.793,0.938,0.844,0.698,0.918,0.656,0.775,1.143,0.973,1.058,0.867,0.783,1.037,0.931,0.909,0.803,1.142,0.711,0.936,0.973,0.867,1.545,1.185,0.973,1.119,0.965,1.479,1.86,1.566,0.603,1.004,0.866,0.965,0.739,1.305,1.094,1.052,0.926,0.885,0.633,0.74,0.592,0.889,0.74,0.738,0.589,0.883,0.993,1.018,0.608,0.815,0.929,1.031,0.828,1.153,2.063,0.928,0.486,0.719,1.01,0.875,1.66,0.858,0.95,0.546,0.896,0.715,0.799,0.756,1.322,1.297,1.652,2.084,2.686,2.245,3.394
MT,TSHE,H,03C,A,03C-A,MT-TSHE-H-03C-A,,,2013,0,0,0,0,0,91,RINGWIDTH,1,MT-TSHE-H-03C-Both.tif,5/12/14 10:40,                   ,,1713 12169 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],837.0000 5133.0000 900.0000 150.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,105.4557,1.046,0.823,1.056,0.983,1.244,1.316,1.529,1.62,0.989,0.654,0.992,0.76,0.76,0.845,0.909,1.67,1.035,1.246,0.973,1.777,1.502,1.714,1.185,1.037,0.444,1.227,0.889,1.079,0.868,1.143,1.291,0.973,1.439,1.143,1.058,1.037,1.227,1.248,0.93,0.801,0.8,0.652,0.732,0.995,1.526,0.887,0.939,1.094,0.958,1.231,1.329,0.645,0.673,0.917,0.856,0.79,1.264,0.741,1.016,0.806,0.861,0.701,1.098,0.731,0.79,0.552,0.654,0.491,0.654,0.729,0.869,0.733,0.725,0.63,0.699,0.701,1.041,1.205,0.683,0.865,1.058,1.091,0.818,1.101,1.092,1.412,1.129,0.78,0.823,1.084,0.076,,,,,,,,,,,,,
MT,TSHE,H,03C,B,03C-B,MT-TSHE-H-03C-B,,,2013,0,0,0,0,0,89,RINGWIDTH,1,MT-TSHE-H-03C-Both.tif,5/12/14 10:40,                   ,,1713 12169 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],838.0000 5254.0000 727.0000 11762.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,137.5056,0.912,0.984,1.173,1.119,1.35,1.042,1.799,2.581,1.918,1.214,1.325,1.15,1.44,1.598,1.385,1.798,1.438,1.399,1.175,1.778,1.3,3.566,1.555,1.036,1.834,1.585,1.057,0.814,1.058,1.105,0.961,1.119,0.73,1.024,1.192,1.379,1.421,0.761,0.647,1.056,1.045,0.84,1.138,1.281,0.765,1.208,1.416,1.621,1.758,1.603,0.985,1.085,1.29,1.565,1.481,1.967,3.02,1.36,1.904,2.052,2.512,1.971,2.158,1.777,1.396,0.995,1.079,1.078,1.268,1.267,1.222,1.009,0.967,1.219,1.763,1.838,0.77,1.631,1.387,1.362,0.998,1.208,1.105,1.392,1.167,0.891,1.078,1.42,0.678,,,,,,,,,,,,,,,
MT,TSHE,H,03N,A,03N-A,MT-TSHE-H-03N-A,,,2013,0,0,0,0,0,48,RINGWIDTH,1,MT-TSHE-H-03N-Both.tif,5/12/14 10:46,                   ,,1772 12169 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],894.0000 6240.0000 942.0000 177.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,128.1363,1.647,2.227,1.955,2.661,2.641,1.922,2.366,3.653,3.682,2.875,4.017,3.216,3.026,3.28,3.597,3.806,3.617,2.81,2.618,3.649,2.715,3.243,3.259,2.92,2.551,3.027,3.321,3.021,1.679,2.284,2.496,1.641,1.977,1.492,1.538,1.174,1.164,1.205,0.889,0.822,1.107,0.895,0.595,0.519,0.694,0.783,1.482,2.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,03N,B,03N-B,MT-TSHE-H-03N-B,,,2013,0,0,0,0,0,48,RINGWIDTH,1,MT-TSHE-H-03N-Both.tif,5/12/14 10:46,                   ,,1772 12169 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],888.0000 6692.0000 870.0000 12116.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,113.9336,1.53,1.979,1.853,2.232,2.568,2.424,3.019,3.023,3.403,2.071,3.343,2.603,2.553,2.981,3.47,4.033,3.022,3.108,2.621,3.464,3.894,4.473,3.93,3.494,1.983,2.171,2.095,2.016,1.605,1.706,2.522,2.41,1.57,1.244,1.121,0.939,0.681,0.801,0.443,0.33,0.489,0.443,0.473,0.488,0.855,0.529,2.284,1.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,04C,B,04C-B,MT-TSHE-H-04C-B,,,2013,0,0,0,0,0,67,RINGWIDTH,1,MT-TSHE-H-04C-Both.tif,5/12/14 10:49,                   ,,3879 9333 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],927.0000 8268.0000 837.0000 1401.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,145.3278,0.82,0.673,0.524,0.837,0.763,0.973,2.327,3.51,4.245,3.597,1.998,1.881,1.956,2.997,3.668,3.996,3.029,2.715,2.312,3.211,0.618,3.688,2.444,2.138,1.54,3.073,2.569,2.815,1.71,2.308,3.492,1.926,2.539,2.433,1.834,2.425,1.919,2.471,1.909,1.588,1.922,2.352,2.679,1.81,1.315,0.934,1.161,1.955,1.807,1.558,1.926,1.325,1.078,0.883,0.946,0.757,0.715,0.631,0.773,0.559,0.93,1.494,0.814,1.224,0.174,0.29,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
