Transect,Species,Elev,Tree,Core,TreeID,Tag,Path identification,Site identification,YearLastRing,Sapwood,Tree height,Tree age,SectionHeight,User variable,RingCount,DataType,OffsetToNext,ImageName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSizeH V NBits Channel,CalibMethod XCal YCal EditedDendro,ScannerCamera Make Model Software,LensFocLength [35mm],PathBegX BegY EndX EndY Width,RingBoundary AutoMan Meth Precise,EarlywoodDef,DensActive Media Calib,DensNSteps MatDens Interpol SampleThick,DensStepsThick,DensStepsLightInt,DensStepsWoodDens,DiskArea,DiskPerim,DiskAvgDiam,DiskFormCoef,CompWoodArea,VoidArea,PathLength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,10N,A,10N-A,WA-TSHE-M-10N-A,,,2013,0,0,0,0,0,100,RINGWIDTH,1,NotAFile,3/6/14 13:46,                   ,,492 13114 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],140.0000 12993.0000 284.0000 331.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,267.963,1.126,1.438,1.54,1.379,1.189,2.057,3.086,3.373,1.757,1.218,1.237,0.648,1.144,1.221,1.261,0.661,1.767,2.214,1.858,1.797,2.347,2.485,1.551,1.772,1.493,1.966,0.805,1.552,1.412,1.68,2.066,1.767,2.489,1.597,1.514,1.635,2.106,2.502,2.008,2.629,2.322,2.91,2.779,2.423,2.066,1.87,2.034,1.839,1.928,3.089,3.972,2.627,3.445,3.435,3.898,4.316,5.963,2.63,3.994,3.831,3.193,2.698,1.94,3.051,4.037,5.879,4.612,2.896,2.312,2.421,2.297,2.235,2.057,2.369,0.996,2.887,3.318,2.564,4.009,3.122,2.762,2.677,3.11,2.977,3.255,3.332,3.004,3.237,3.289,3.793,3.228,4.467,4.041,3.76,2.625,3.198,3.123,4.606,3.731,0.502,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,11C,A,11C-A,WA-TSHE-M-11C-A,,,2013,0,0,0,0,0,101,RINGWIDTH,1,NotAFile,3/6/14 15:37,                   ,,827 13961 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],424.0000 7094.0000 174.0000 238.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,145.1785,1.193,1.437,1.332,1.708,1.202,1.18,1.666,1.075,1.078,0.994,1.29,1.396,1.523,1.354,1.523,1.734,1.5,1.204,0.994,1.1,1.333,1.058,1.481,1.35,1.256,1.808,1.707,1.997,1.444,2.607,2.643,2.054,2.526,2.655,1.898,1.561,1.034,1.394,1.072,1.402,0.759,1.011,1.585,1.923,1.501,1.674,1.259,1.158,1.111,1.092,0.925,0.947,0.947,1.051,1.05,0.944,0.797,0.61,1.389,1.225,1.689,1.82,0.973,0.528,0.401,0.718,0.718,1.184,1.122,0.867,1.246,1.845,1.528,2.339,2.581,2.191,2.642,2.348,1.712,2.026,1.354,0.676,0.677,0.55,1.16,0.945,1.078,0.952,1.396,1.558,1.098,1.605,2.048,1.594,1.859,1.213,0.991,1.121,1.351,0.928,0.347,,,,,,,,,,,,,,,,,,
WA,TSHE,M,11C,B,11C-B,WA-TSHE-M-11C-B,,,2013,0,0,0,0,0,101,RINGWIDTH,1,NotAFile,3/6/14 15:37,                   ,,827 13961 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],420.0000 7108.0000 564.0000 13688.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,139.2752,0.721,0.717,0.697,0.845,0.55,0.775,0.879,0.777,0.884,0.901,0.902,1.108,1.433,1.296,1.762,1.571,1.401,1.068,0.998,1.432,1.801,1.363,0.804,0.882,0.683,1.425,0.92,0.431,1.796,1.752,2.271,4.139,2.093,3.221,2.97,3.014,2.723,1.706,1.66,1.175,1.664,0.923,1.344,2.244,1.505,1.033,1.331,0.894,1.386,1.678,2.497,2.013,2.39,1.736,1.596,1.308,1.458,0.971,1.03,1.452,1.284,1.472,2.031,1.388,1.291,1.121,1.375,1.078,1.057,0.973,0.931,0.796,1.257,1.195,1.615,1.434,0.952,1.076,1.199,1.108,0.881,0.688,0.195,0.74,0.696,1.436,1.629,1.502,1.437,2.306,1.989,0.949,0.865,1.031,1.187,1.08,0.853,0.567,1.278,1.035,1.415,,,,,,,,,,,,,,,,,,
WA,TSHE,M,11N,A,11N-A,WA-TSHE-M-11N-A,,,2013,0,0,0,0,0,85,RINGWIDTH,1,NotAFile,3/6/14 15:48,                   ,,728 13685 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],266.0000 4896.0000 276.0000 366.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,95.8614,0.335,1.129,0.546,0.524,0.419,0.398,0.677,0.922,0.738,0.867,0.846,1.037,1.118,1.097,1.33,1.091,0.65,0.65,0.629,0.839,0.839,0.792,0.751,0.817,0.608,0.913,0.851,0.781,1.194,1.463,1.414,1.146,1.169,1.065,0.857,1.086,0.835,0.627,0.502,0.711,0.732,0.693,0.915,0.836,0.503,0.566,0.397,0.524,0.546,0.668,0.584,0.813,1,1.042,0.833,0.854,0.936,0.635,1.043,1.004,1.353,1.454,1.044,0.986,1.198,2.239,2.25,2.122,1.227,1.328,1.481,1.631,1.579,1.897,2.348,1.404,1.393,1.913,1.06,1.438,1.707,1.238,1.189,0.808,1.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,11N,B,11N-B,WA-TSHE-M-11N-B,,,2013,0,0,0,0,0,85,RINGWIDTH,1,NotAFile,3/6/14 15:48,                   ,,728 13685 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],272.0000 4912.0000 448.0000 13452.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,180.7566,2.705,3.351,2.429,2.465,1.614,2.122,1.817,3.585,4.131,2.035,3.501,2.579,2.733,3.558,3.349,3.398,3.462,3.437,3.502,3.613,3.257,3.701,2.423,2.537,2.877,3.928,3.333,2.81,2.665,3.257,3.87,2.603,2.893,2.991,2.796,2.597,2.491,2.531,2.193,2.757,2.265,1.8,2.249,2.65,1.056,1.849,1.282,1.333,1.675,2.509,2.391,1.748,1.448,1.25,0.814,1.109,1.684,0.987,1.517,0.758,0.862,1.155,0.818,0.797,0.692,0.733,0.676,0.862,0.862,0.899,0.807,1.287,0.812,0.732,0.435,0.805,1.13,1.262,1.02,1.048,1.004,0.622,0.86,1.067,1.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,01C,A,01C-A,WA-TSHE-M-1C-A,,,2013,0,0,0,0,0,100,RINGWIDTH,1,WA-TSHE-M-1C-BOTH.tif,5/8/15 8:38,                   ,,1772 12661 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],178.0000 12288.0000 447.0000 92.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,258.1469,0.886,1.345,1.203,0.886,0.675,0.485,0.358,1.137,0.844,0.292,0.834,1.233,1.422,0.606,0.627,2.839,2.548,2.134,1.904,2.496,1.977,2.776,2.004,2.116,1.164,1.544,1.586,1.924,1.498,2.065,2.403,2.513,3.13,2.108,1.312,1.731,1.652,2.154,2.575,4.068,3.298,3.639,3.597,3.094,2.996,2.646,2.536,2.855,2.431,2.135,3.706,3.808,3.66,2.454,2.113,2.087,3.477,3.686,4.879,4.384,5.036,4.697,2.691,2.446,3.03,3.905,3.512,4.11,3.194,2.136,2.434,3.553,3.278,2.159,2.044,2.09,2.73,3.873,2.688,4.383,3.449,2.804,2.22,2.483,2.747,2.726,2.145,2.405,3.18,3.424,5.992,4.099,4.372,3.245,3.022,2.769,1.7,1.51,2.051,0.243,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,01C,B,01C-B,WA-TSHE-M-1C-B,,,2013,0,0,0,0,0,57,RINGWIDTH,1,WA-TSHE-M-1C-BOTH.tif,5/8/15 8:38,                   ,,1772 12661 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1581.0000 11156.0000 1602.0000 773.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,219.3596,2.217,4.996,4.943,4.245,3.597,2.717,1.286,1.311,1.925,0.507,0.675,1.203,1.055,0.653,0.422,2.36,3.08,2.976,1.879,1.816,2.147,4.185,3.364,3.723,2.26,1.61,1.72,2.436,1.955,2.866,3.248,3.459,5.178,4.388,4.323,5.272,4.82,6.179,3.842,4.903,5.707,7.089,6.973,6.671,7.105,5.037,5.61,6.349,6.858,6.332,4.475,4.395,4.511,5.062,3.61,3.416,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,01N,A,01N-A,WA-TSHE-M-1N-A,,,2013,0,0,0,0,0,53,RINGWIDTH,1,WA-TSHE-M-1N-BOTH.tif,5/8/15 8:46,                   ,,3386 9432 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],744.0000 9232.0000 552.0000 212.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,190.9189,2.078,3.221,2.943,4.523,4.247,5.927,3.564,4.981,6.281,3.558,5.14,5.507,3.498,1.999,1.54,2.486,3.141,2.628,3.503,2.941,3.109,4.688,2.693,2.843,2.498,1.958,2.477,1.311,3.223,4.879,5.341,3.756,4.476,3.909,2.016,4.009,2.42,2.731,2.172,3.023,2.151,3.06,3.207,3.566,2.358,2.547,2.348,3.102,2.851,3.401,3.83,3.158,5.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,9N,A,9N-A,WA-TSHE-M-9N-A,,,2013,0,0,0,0,0,88,RINGWIDTH,1,WA-TSHE-M-9N-BOTH.tif,5/8/15 8:53,                   ,,1870 13370 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],242.0000 11388.0000 119.0000 1578.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,207.6096,1.056,1.163,0.995,0.762,0.762,1.375,1.04,1.329,1.015,0.676,0.781,0.866,1.013,1.075,0.547,1.183,1.312,1.532,1.239,1.283,1.111,1.405,1.342,1.335,1.016,1.055,1.032,1.042,1.043,1.801,1.896,1.838,2.219,1.9,1.668,1.783,1.51,1.816,1.382,1.836,1.796,2.203,1.94,1.836,1.695,1.132,1.556,1.386,1.218,1.638,2.163,1.846,1.698,1.538,1.309,2.219,2.11,1.689,3.172,3.378,3.729,3.318,1.977,2.298,2.525,3.23,3.005,3.654,3.041,2.679,2.461,4.013,4.17,3.288,3.436,2.394,4.075,4.97,2.807,4.389,3.928,2.916,3.129,2.431,2.908,3.816,3.809,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,9N,B,9N-B,WA-TSHE-M-9N-B,,,2013,0,0,0,0,0,96,RINGWIDTH,1,WA-TSHE-M-9N-BOTH.tif,5/8/15 8:53,                   ,,1870 13370 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1681.0000 8913.0000 1627.0000 503.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,177.9711,0.847,1.336,0.94,1.024,0.758,1.075,0.989,1.011,0.969,0.611,0.761,1.162,1.098,1.204,0.888,1.248,1.163,1.058,0.846,0.803,0.845,1.077,1.098,0.845,0.675,0.824,1.1,0.867,0.888,1.079,1.607,1.608,2.115,1.396,1.162,1.565,1.797,2.157,1.354,1.84,1.524,1.925,1.649,1.353,1.267,0.825,1.458,1.82,2.095,2.074,1.968,1.799,1.587,1.164,0.803,1.332,1.522,1.307,2.452,2.684,2.814,3.146,1.951,2.17,2.059,1.907,1.311,1.165,2.352,1.814,1.877,2.965,3.273,2.073,2.201,1.397,2.136,2.959,1.942,3.162,2.678,2.621,2.52,2.121,3.283,3.059,2.896,3.132,2.619,2.149,2.512,3.323,5.09,3.863,4.753,0.299,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,9C,A,9C-A,WA-TSHE-M-9C-A,,,2013,0,0,0,0,0,97,RINGWIDTH,1,WA-TSHE-M-9C-BOTH.tif,5/8/15 8:58,                   ,,1811 13055 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],156.0000 9802.0000 204.0000 246.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,201.9882,0.673,0.917,0.875,0.849,0.944,0.645,0.784,0.704,0.703,0.574,0.733,0.905,1.076,0.923,0.947,0.986,1.006,0.884,0.985,1.262,1.29,1.23,0.956,1.189,1.096,1.827,1.399,1.718,1.547,1.914,1.641,1.327,1.269,1.418,0.761,1.374,1.206,1.241,1.01,1.493,1.366,1.511,1.594,1.551,1.702,1.326,1.389,1.889,1.485,2.354,2.603,2.284,2.002,1.998,1.827,1.89,2.274,1.719,2.35,2.277,2.88,2.244,1.636,1.975,1.678,2.852,2.543,3.046,2.247,2.461,3.324,4.589,4.219,3.341,3.769,1.88,2.485,1.948,1.364,2.388,2.256,2.041,1.347,1.457,1.311,2.032,2.217,0.712,1.999,2.057,3.378,2.747,4.983,3.456,3.96,3.188,0.228,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,9C,B,9C-B,WA-TSHE-M-9C-B,,,2013,0,0,0,0,0,113,RINGWIDTH,1,WA-TSHE-M-9C-BOTH.tif,5/8/15 8:58,                   ,,1811 13055 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1569.0000 12630.0000 1569.0000 2465.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,214.1958,0.928,0.918,1.107,1.035,1.078,0.761,0.695,0.74,0.528,0.4,0.525,0.732,0.646,0.855,0.981,1.023,1.317,0.96,0.958,1.02,0.998,0.918,0.896,0.957,0.958,1.443,1.129,0.875,1.151,1.747,1.37,1.349,1.673,1.408,1.183,1.28,1.344,1.722,1.554,2.344,2.128,2.889,2.853,2.601,2.258,2.091,2.292,2.059,1.731,2.308,2.786,2.479,2.193,2.216,1.346,1.858,2.304,2.242,2.937,2.62,2.89,2.787,2.37,2.623,1.946,2.136,1.711,1.861,1.227,1.184,1.607,2.37,2.391,1.778,1.587,1.1,1.566,2.031,1.226,1.119,0.949,1.12,1.371,1.435,2.768,3.465,3.044,0.656,1.798,1.248,2.518,1.926,3.068,2.624,2.18,1.375,1.841,3.003,3.512,4.082,4.358,3.911,3.554,4.104,3.935,3.694,3.713,3.565,3.007,1.113,2.123,2.161,0.688,,,,,,
WA,TSHE,M,10C,A,10C-A,WA-TSHE-M-10C-A,,,2013,0,0,0,0,0,90,RINGWIDTH,1,WA-TSHE-M-10C-BOTH.tif,5/8/15 9:03,                   ,,1831 12996 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],240.0000 10013.0000 131.0000 338.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,204.7495,0.973,1.248,1.1,1.057,0.867,1.459,1.565,1.671,1.417,1.079,1.183,2.108,3.007,4.027,2.877,4.116,3.776,2.989,3.459,2.902,3.344,2.67,2.342,2.659,2.056,2.934,1.829,1.746,1.987,3.084,3.604,3.037,2.303,1.538,1.393,1.352,1.019,1.062,0.791,0.812,0.625,0.77,0.958,0.729,0.958,0.75,0.724,0.881,1.149,1.479,1.475,1.61,1.39,1.534,1.167,1.188,1.249,1.143,1.589,1.26,1.588,1.491,1.253,1.849,2.318,2.36,2.369,2.196,1.982,2.38,2.32,3.623,3.955,3.597,1.879,1.672,3.315,3.103,2.005,3.817,2.584,2.636,2.903,3.036,3.644,3.52,3.194,4.07,1.916,0.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,10C,B,10C-B,WA-TSHE-M-10C-B,,,2013,0,0,0,0,0,81,RINGWIDTH,1,WA-TSHE-M-10C-BOTH.tif,5/8/15 9:03,                   ,,1831 12996 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1709.0000 12889.0000 1618.0000 1355.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,242.3691,5.024,5.707,4.075,3.849,3.555,5.247,5.329,5.521,6.051,4.444,3.556,4.078,3.561,3.856,4.614,4.13,4.109,3.636,5.157,6.239,5.893,4.579,3.584,2.897,2.26,2.602,2.135,1.714,2.116,2.412,2.92,1.862,1.967,1.625,1.179,1.534,1.064,1.43,1.317,1.543,1.685,1.997,2.43,2.042,1.205,1.485,1.324,1.555,1.473,1.786,2.641,2.624,2.399,2.126,2.147,1.423,1.581,1.378,1.616,1.55,2.094,1.863,1.299,1.875,2.838,2.798,2.667,3.035,2.509,2.781,2.973,3.949,3.747,3.712,3.37,2.239,3.257,3.39,1.745,3.328,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,10N,A,10N-A,WA-TSHE-M-10N-A,,,2013,0,0,0,0,0,101,RINGWIDTH,1,WA-TSHE-M-10N-A (NO B).tif,5/8/15 9:14,                   ,,492 13114 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],140.0000 12993.0000 284.0000 331.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,267.4551,1.126,1.438,1.54,1.379,1.189,2.057,3.086,3.373,1.757,1.218,1.237,0.648,1.144,1.221,1.261,0.661,1.767,2.214,1.858,1.797,2.347,2.485,1.551,1.772,1.493,1.966,0.805,1.552,1.412,1.68,2.066,1.767,2.489,1.597,1.514,1.635,2.106,2.502,2.008,2.629,2.322,2.91,2.779,2.423,2.066,1.87,2.034,1.839,1.928,3.089,3.972,2.627,3.445,3.435,3.898,4.316,5.963,2.63,3.994,3.831,3.193,2.698,1.94,3.051,4.037,5.879,4.612,2.896,2.312,2.421,2.297,0.326,2.01,2.057,2.369,0.996,2.887,3.318,2.564,4.009,3.122,2.715,2.724,2.61,2.977,3.231,3.331,3.032,3.209,3.289,3.793,3.228,4.467,4.041,3.76,2.625,3.198,3.123,4.606,3.731,0.502,4.606,3.731,0.502,,,,,,,,,,,,,,,
WA,TSHE,M,11C,A,11C-A,WA-TSHE-M-11C-A,,,2013,0,0,0,0,0,100,RINGWIDTH,1,WA-TSHE-M-11C-BOTH.tif,5/8/15 9:26,                   ,,827 13961 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],424.0000 7094.0000 174.0000 238.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,144.9456,1.193,1.437,1.332,1.692,1.218,1.18,1.434,1.079,1.077,0.994,1.29,1.396,1.523,1.354,1.523,1.734,1.5,1.17,1.029,1.1,1.333,1.058,1.481,1.35,1.153,1.92,1.707,1.997,1.444,2.607,2.643,2.024,2.557,2.655,1.898,1.561,1.034,1.394,1.072,1.402,0.759,1.011,1.585,1.923,1.501,1.69,1.259,1.158,1.111,1.092,0.925,0.947,0.947,1.051,1.05,0.944,0.797,0.61,1.389,1.222,1.689,1.82,0.973,0.528,0.401,0.718,0.718,1.184,1.122,0.867,1.246,1.845,1.528,2.349,2.581,2.142,2.642,2.348,1.712,2.031,1.354,0.676,0.677,0.55,1.16,0.945,1.078,0.952,1.396,1.485,1.194,1.605,2.031,1.607,1.859,1.213,0.991,1.165,1.312,1.189,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,11C,B,11C-B,WA-TSHE-M-11C-B,,,2013,0,0,0,0,0,100,RINGWIDTH,1,WA-TSHE-M-11C-BOTH.tif,5/8/15 9:26,                   ,,827 13961 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],420.0000 7108.0000 564.0000 13688.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,139.2752,0.736,0.726,0.687,0.749,0.642,0.775,0.879,0.777,0.881,0.901,0.902,1.108,1.433,1.296,1.762,1.571,1.401,1.068,0.998,1.414,1.819,1.363,0.778,0.781,0.795,1.44,1.349,1.796,1.752,2.344,4.026,2.093,3.31,2.97,3.014,2.676,1.692,1.66,1.175,1.654,1.031,1.236,2.244,1.505,1.033,1.176,0.983,1.299,1.848,2.364,2.181,2.46,1.578,1.482,1.512,1.458,0.971,0.986,1.496,1.284,1.598,1.877,1.388,1.283,1.104,1.36,1.078,1.057,0.973,0.931,0.804,1.266,1.239,1.571,1.434,0.952,1.076,1.133,1.2,0.881,0.656,0.227,0.74,0.698,1.487,1.581,1.502,1.437,2.306,1.891,0.991,0.92,1.031,1.168,1.171,0.733,0.567,1.278,1.035,1.415,,,,,,,,,,,,,,,,,,,
